sp_song_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,release_date,popularity,lda_topic_0,lda_topic_1,lda_topic_2
6edQfeOlqbGteYixpJl3Sm,0.857,0.602,10,-8.311,1,0.028999999999999998,0.489,0.0244,0.317,0.9570000000000001,105.15700000000001,239627,3/1/1999,48,0.9211499094963074,0.07857348024845123,0.0
5Oe7wHPL4hdEXeF4AOayCi,0.322,0.99,8,-1.785,1,0.171,4.36e-05,0.41700000000000004,0.0366,0.146,104.678,210867,1/1/2006,44,0.0,0.998903214931488,0.0
6i1uWZYWabNHq2wQnoca58,0.6659999999999999,0.884,9,-5.242999999999999,0,0.0429,0.506,0.0061200000000000004,0.0408,0.754,92.005,298573,1989,54,0.9961609840393066,0.0,0.0
4BzBtS6PBreni5hNPo2hos,0.609,0.578,9,-7.081,1,0.0414,0.29600000000000004,0.0,0.15,0.34299999999999997,123.925,233947,2006,19,0.1864771693944931,0.8133525848388672,0.0
0GvhHQbWSnGltjl0je61dI,0.6990000000000001,0.514,4,-12.61,1,0.0315,0.5870000000000001,0.028999999999999998,0.22,0.63,120.758,144947,1/23/1959,53,0.16675326228141785,0.8329201340675354,0.0
6O7EzXOn357WgLAtmvgQf7,0.299,0.732,5,-10.152999999999999,1,0.0518,0.0113,2.06e-06,0.0829,0.14300000000000002,110.311,363267,2/27/1990,19,0.0,0.9987319111824036,0.0
3aBmJTZu5qHBKGORCq0V5K,0.564,0.856,1,-4.4430000000000005,1,0.0364,0.207,0.00039,0.17300000000000001,0.9229999999999999,109.149,230827,1977,34,0.20844422280788422,0.7911780476570129,0.0
6gHxKXy1f3QinBJQngJ2iN,0.24,0.968,0,-3.6689999999999996,0,0.109,0.0009960000000000001,0.000106,0.11900000000000001,0.11900000000000001,89.686,297947,1/28/2008,49,0.0,0.9984613060951233,0.0
32I2RrdW8fNV8wsga26PFt,0.787,0.7829999999999999,10,-4.135,1,0.0435,0.209,2.18e-06,0.0357,0.875,115.47399999999999,330827,1996,23,0.8548500537872314,0.14498363435268402,0.0
73etijhz7pV4Wx7GTANLpq,0.332,0.371,4,-9.884,1,0.0396,0.7290000000000001,0.00021,0.17600000000000002,0.375,173.273,249093,2002,51,0.6055496335029602,0.3942364454269409,0.0
2EZc13S7YRi6bTS3SKteRN,0.72,0.391,2,-16.595,1,0.0342,0.163,8.290000000000001e-05,0.046,0.7859999999999999,120.794,187227,1/5/1969,62,0.0,0.9985942244529724,0.0
79pY2Z5eFvXMt9bSdHLrnA,0.32299999999999995,0.728,7,-5.416,1,0.0321,0.00394,0.00044699999999999997,0.102,0.489,161.586,215333,11/8/2002,59,0.0,0.9984044432640076,0.0
5x9RZg7HfXGY3JayXL3seF,0.511,0.517,8,-9.652999999999999,1,0.0328,0.13,0.0,0.07400000000000001,0.433,75.67,241893,1/1/1992,64,0.20622685551643372,0.7936080694198608,0.0
2VBSOgBcnLHkfat8P2VGvf,0.7879999999999999,0.748,9,-5.439,1,0.0344,0.419,0.0,0.0638,0.608,119.781,233916,1/27/1998,52,0.9084635972976685,0.09133628755807877,0.0
4y1vMFRC4T2P43ovfvOor7,0.565,0.695,0,-10.21,1,0.0803,0.637,0.000401,0.256,0.951,97.24600000000001,279760,1/1/1974,39,0.795386791229248,0.20431365072727203,0.0
2WpmMlS6Tr01C7UNFjQI3U,0.601,0.6759999999999999,0,-7.933,0,0.0266,0.469,2.4299999999999998e-05,0.105,0.6609999999999999,85.455,263467,4/19/1999,50,0.0,0.9988647699356079,0.0
2nUy0ifVE7UwtOK4rugFsP,0.469,0.976,0,-3.569,0,0.111,0.00028700000000000004,0.217,0.0636,0.222,124.001,298107,5/3/2004,62,0.0,0.9983004331588745,0.0
5glmepcujdxktDp1mo6uQV,0.133,0.884,0,-7.042999999999999,1,0.11,1.83e-05,0.153,0.33299999999999996,0.23800000000000002,81.486,216000,1/5/2001,21,0.0,0.997075617313385,0.0
2ccUQnjjNWT0rsNnsBpsCA,0.524,0.955,0,-7.081,1,0.0411,0.00717,8.77e-06,0.659,0.8690000000000001,133.849,253733,1978-04,70,0.17773355543613434,0.822041392326355,0.0
4iiLzvbh0bXMnomiB6DIuk,0.753,0.469,2,-11.64,1,0.0339,0.535,0.0,0.29,0.838,120.91799999999999,164440,1976,53,0.3197074830532074,0.6798864006996155,0.0
1vpwWCCXYYMAaRMTfsnDpk,0.48700000000000004,0.449,5,-6.485,0,0.0645,0.7040000000000001,0.0,0.11599999999999999,0.226,122.78399999999999,242720,1/1/2007,42,0.7615712881088257,0.2381940484046936,0.0
6tunhVGD8C05MZNjSVIsjw,0.626,0.565,9,-10.027000000000001,1,0.0271,0.124,0.0,0.0811,0.924,116.61,233507,8/16/1972,64,0.21889884769916534,0.7808471322059631,0.0
44zDLad2CZrhWg2lg9nfuy,0.645,0.649,10,-8.345,0,0.031,0.253,0.0,0.107,0.5670000000000001,133.65200000000002,132400,1965,44,0.31801384687423706,0.6817291378974915,0.0
3lAun9V0YdTlCSIEXPvfsY,0.371,0.278,7,-8.596,0,0.0303,0.981,0.0,0.272,0.33799999999999997,82.331,187733,10/13/2008,63,0.994088351726532,0.0,0.0
4SByRm49LWQlobusVS7dcZ,0.614,0.599,6,-12.27,0,0.0288,0.13,0.0,0.2,0.594,113.10799999999999,211333,11/1/1987,50,0.36486414074897766,0.6348788738250732,0.0
6OtCIsQZ64Vs1EbzztvAv4,0.634,0.69,6,-7.803999999999999,1,0.052000000000000005,0.0771,0.0,0.132,0.645,94.988,253307,1/1/2009,72,0.4903806746006012,0.5095142722129822,0.0
2vLaES21zwbX1Rnmj56Bbb,0.593,0.7909999999999999,8,-8.698,0,0.068,0.175,0.0,0.0976,0.63,112.295,188800,1973,64,0.5085868239402771,0.4911051392555237,0.0
7icC0mHYpROmIRhpa2DaFC,0.8320000000000001,0.509,7,-8.918,1,0.0306,0.34,0.000793,0.15,0.8440000000000001,105.986,347333,10/29/1982,45,0.3163577616214752,0.6834049224853516,0.0
3OK8WgNRmp4F3ahXe6XX6l,0.537,0.462,6,-7.501,1,0.0289,0.574,9.75e-05,0.10800000000000001,0.35600000000000004,136.634,307867,2/10/1998,69,0.0,0.0,0.9937264919281006
09qzRI951OVkXGCc33gzcT,0.6729999999999999,0.8420000000000001,3,-4.627,1,0.0365,0.06,0.00025699999999999996,0.184,0.897,125.571,207772,9/8/2009,69,0.5194922089576721,0.13759221136569977,0.3429155945777893
5FPtuiOupQoAprcMk74ZwP,0.586,0.517,4,-12.88,1,0.0268,0.225,1.91e-06,0.272,0.637,77.189,223667,1994,54,0.27653640508651733,0.7233090400695801,0.0
7yws3pF3FFguwT2Psi6c15,0.855,0.6679999999999999,11,-4.8919999999999995,1,0.0644,0.0242,0.0,0.102,0.8029999999999999,125.846,210307,1/1/2009,69,0.3673659861087799,0.6325289011001587,0.0
48yJZwYYDZX5GKFND7wDfC,0.345,0.35,5,-12.700999999999999,0,0.0268,0.27399999999999997,0.0686,0.14300000000000002,0.10800000000000001,143.09,314640,11/1/1980,56,0.3607620894908905,0.6389113664627075,0.0
3zxklD2EGecZre9MjEEvIU,0.732,0.161,11,-12.817,1,0.0306,0.7390000000000001,0.000379,0.105,0.5,95.21,239400,1977,64,0.21258194744586945,0.7872991561889648,0.0
0cSJGFChou7M6u2ju9SWN1,0.586,0.795,11,-8.71,1,0.258,0.354,0.0,0.187,0.6940000000000001,94.101,314600,1988,48,0.0,0.9992954730987549,0.0
6LUGAFpbYVek4rRY0G9dV0,0.28600000000000003,0.895,9,-6.041,0,0.10400000000000001,0.00209,0.141,0.0562,0.58,172.764,344933,1984,52,0.0,0.999004065990448,0.0
2bazs0jc6oxEEeFYQXXJxv,0.706,0.6609999999999999,0,-9.2,1,0.0297,0.5539999999999999,0.0,0.0937,0.968,139.453,139610,9/20/1978,43,0.0,0.9985944628715515,0.0
466JLm2qQmjOzfbee0PIg6,0.5379999999999999,0.7170000000000001,9,-6.819,1,0.196,0.10300000000000001,3.63e-05,0.071,0.87,208.02900000000002,226360,11/17/2017,55,0.0,0.0,0.9880961775779724
2I5CPUnMIKjEXeg61OI9uV,0.502,0.938,9,-3.114,1,0.13,0.00098,0.0,0.318,0.35,144.077,200347,3/6/2009,49,0.14125940203666687,0.858522355556488,0.0
5BC50dLe7dZKVc3gPvJRx9,0.7090000000000001,0.902,1,-3.392,0,0.188,0.0364,0.0,0.0219,0.878,204.317,237267,1993,44,0.12884145975112915,0.8706080913543701,0.0
0X6LpTaCRqlMUmjCynuo5a,0.451,0.648,1,-8.658999999999999,1,0.0355,0.48100000000000004,0.0,0.201,0.857,146.792,269173,1/1/2006,54,0.13394495844841003,0.8659078478813171,0.0
362zcsyXMLbL7PNLhOovvm,0.679,0.7090000000000001,7,-5.851,0,0.133,0.6759999999999999,0.0,0.292,0.6729999999999999,84.54299999999999,282308,1/1/1985,57,0.6833298206329346,0.3030886948108673,0.013581504113972187
4W9zZsQKsqikYbKM9vcN5Q,0.636,0.684,6,-9.37,0,0.0594,0.00312,0.0,0.0402,0.684,96.988,208867,1979,51,0.33053043484687805,0.6692922711372375,0.0
1WxU2gzm360coppgmRQ6ua,0.248,0.9790000000000001,2,-3.787,1,0.22899999999999998,0.000149,2.3899999999999998e-05,0.366,0.34299999999999997,168.188,196147,1/1/2010,39,0.0,0.9987677335739136,0.0
6AeOM7N0rK3tYOINY2k5qy,0.5670000000000001,0.45799999999999996,7,-12.049000000000001,1,0.0257,0.85,0.000627,0.35100000000000003,0.665,98.31700000000001,249640,3/12/1996,45,0.9773919582366943,0.022441742941737175,0.0
1wLhwzPAtze5JT8qqXlqaO,0.935,0.7809999999999999,6,-5.795,0,0.19699999999999998,0.0158,0.0,0.16399999999999998,0.9179999999999999,123.89399999999999,226160,3/20/2001,53,0.0,0.9994505047798157,0.0
6fU89TGvcpEzJ2rGKvk9Wx,0.462,0.983,3,-4.784,0,0.19899999999999998,0.175,0.000207,0.5670000000000001,0.406,133.17,155640,11/25/1983,42,0.4044327735900879,0.5951686501502991,0.0
5IfoUEa1HEHCYoxaKeTZcT,0.35700000000000004,0.94,3,-5.263,0,0.125,0.00016299999999999998,0.0139,0.128,0.205,107.95299999999999,242133,5/6/2002,26,0.0,0.9986090660095215,0.0
5ljGmNLjvQZm2hw8cDJXNJ,0.581,0.5479999999999999,9,-13.448,1,0.0325,0.184,0.00165,0.163,0.672,139.149,218307,1/1/1978,55,0.8770285844802856,0.12274409830570221,0.0
4eUwprTmYFNR9SkbRiWV7x,0.218,0.627,2,-7.699,1,0.0339,0.738,0.035,0.0942,0.17300000000000001,143.371,415787,7/1/1973,32,0.0,0.9990749359130859,0.0
7ouzafITrJhhuoFR99MPYL,0.158,0.9940000000000001,6,-4.632,0,0.253,2.12e-05,0.429,0.289,0.17300000000000001,196.639,167867,1986,39,0.0,0.9977767467498779,0.0
3KIUKvwteP1HFA5UcvvL11,0.6990000000000001,0.47700000000000004,2,-9.339,1,0.031,0.29100000000000004,0.0,0.16399999999999998,0.83,118.382,185427,1989,54,0.0,0.9976129531860352,0.0
0HYCfsLMVE61LZIVI3d1UA,0.6679999999999999,0.898,0,-6.14,1,0.0459,0.0059,0.0051600000000000005,0.0712,0.7559999999999999,109.80799999999999,452187,7/6/1980,47,0.8093826770782471,0.1905156672000885,0.0
4wLznMeMZkruAYugFgT7ig,0.295,0.91,11,-5.736000000000001,0,0.141,0.00403,0.166,0.337,0.764,170.827,215333,1999,23,0.0,0.9984238743782043,0.0
4AgmNBqRvAFU8nfP2u1SWQ,0.626,0.5429999999999999,9,-11.399000000000001,0,0.0321,0.0593,0.0,0.055,0.33299999999999996,94.24799999999999,298053,6/3/1994,39,0.25126343965530396,0.7485636472702026,0.0
2bNOq6aol7JZ0JJtLlg3TK,0.626,0.741,4,-7.817,1,0.0298,0.0378,0.0023899999999999998,0.282,0.9109999999999999,126.51299999999999,255160,6/6/1978,49,0.2789212465286255,0.7207616567611694,0.0
7e33IaVp4FKTTwOEKqsqEI,0.424,0.98,4,-4.33,0,0.154,0.0008550000000000001,5.72e-06,0.129,0.29600000000000004,101.50200000000001,275253,5/29/2000,44,0.0,0.9983220100402832,0.0
2IGI02KObpbwwEZq6iEAVK,0.233,0.912,5,-4.501,0,0.0752,1.6100000000000002e-05,0.418,0.401,0.28600000000000003,164.521,199107,2005,23,0.0,0.9982060194015503,0.0
55NBt1WuvShjsGE1grbi2v,0.465,0.821,4,-11.115,1,0.0487,0.0133,0.00855,0.447,0.6970000000000001,149.82399999999998,209907,1/1/1988,46,0.9975316524505615,0.0,0.0
1uhmgDj1M0fXUcAquZoPXq,0.42100000000000004,0.917,11,-12.542,0,0.057999999999999996,0.000333,9.059999999999999e-05,0.22699999999999998,0.27399999999999997,116.07600000000001,244160,1984,31,0.07196984440088272,0.9276933670043945,0.0
2MASSWjF0hSSj6nj9OftoR,0.608,0.65,3,-11.815999999999999,1,0.0469,0.517,0.0006889999999999999,0.115,0.198,158.70600000000002,271133,8/29/2005,47,0.0,0.9977757930755615,0.0
52bzQkgk8TznulGvKOPQTK,0.594,0.77,7,-8.267000000000001,0,0.032,0.276,0.0176,0.0575,0.8270000000000001,107.484,277227,1/1/1975,59,0.0,0.9985144138336182,0.0
60IEzuxFzbIl7st0JfbFRD,0.5760000000000001,0.8059999999999999,2,-3.8760000000000003,1,0.0748,0.0225,0.0,0.0662,0.757,159.96200000000002,209920,2006,34,0.36634358763694763,0.6335176825523376,0.0
0r8iDf65NHgFgZOGLwj5r8,0.551,0.825,5,-6.24,0,0.044000000000000004,0.152,6.2e-06,0.0999,0.9329999999999999,164.857,260827,1/1/2003,67,0.4542819559574127,0.5455844402313232,0.0
6unNRR0gAkaKaXSCyCVfHg,0.5539999999999999,0.9179999999999999,6,-4.36,1,0.0427,8.669999999999999e-05,0.0853,0.385,0.8079999999999999,133.075,205613,6/12/2009,29,0.1351778656244278,0.8646557331085205,0.0
1q1oeOO8LQJH0qWI549cqN,0.319,0.321,9,-11.911,1,0.0289,0.304,0.0,0.14400000000000002,0.252,106.762,152493,1/1/1971,30,0.6503238677978516,0.34911149740219116,0.0
0mP897I93DZwdgtjkSriwj,0.669,0.613,4,-11.12,0,0.036000000000000004,0.48700000000000004,0.18,0.132,0.565,110.67,220720,2/19/2008,59,0.0,0.9950812458992004,0.0
2goQd5lh0MV1SO2V2yJ3Vv,0.43700000000000006,0.201,9,-9.517000000000001,1,0.0354,0.812,0.00011399999999999999,0.6970000000000001,0.0995,103.87299999999999,159667,1/1/2009,12,0.23677965998649597,0.7629804015159607,0.0
11WuptzKtcVfPMYaf5aook,0.53,0.745,10,-6.19,0,0.106,0.00436,0.0,0.345,0.26899999999999996,134.06799999999998,274053,1/1/2008,51,0.0,0.9984613656997681,0.0
1ndGB6rvxKYN9seCYO1dTF,0.725,0.8029999999999999,2,-4.083,1,0.0337,0.013000000000000001,3.66e-05,0.0891,0.40299999999999997,117.391,231933,7/9/2002,69,0.3012990355491638,0.6984583735466003,0.0
1NCuYqMc8hKMb4cpNTcJbD,0.78,0.565,3,-7.32,0,0.0306,0.736,0.0026899999999999997,0.063,0.365,101.96700000000001,322133,11/20/1989,74,0.0,0.9984044432640076,0.0
2vEUFrRByOKob8yqOd6LuA,0.665,0.7659999999999999,10,-9.454,0,0.0505,0.0492,0.33799999999999997,0.113,0.905,73.683,219307,8/21/2000,62,0.0,0.9981290698051453,0.0
3HynxUWKnm7rtzjVkyXoHu,0.568,0.512,3,-12.222999999999999,1,0.0764,0.8220000000000001,1.1400000000000001e-05,0.0941,0.892,177.144,150493,1998,30,0.22904127836227417,0.7705197334289551,0.0
4o7ZPI2fmEi3piRe0Hrfpy,0.47100000000000003,0.797,6,-8.407,0,0.0389,0.00017900000000000001,6.49e-06,0.299,0.49700000000000005,152.903,236627,1/1/1992,61,0.09686331450939178,0.902977705001831,0.0
5giCRvTkp5GV5UIAORAOof,0.5710000000000001,0.6970000000000001,0,-4.255,1,0.0294,0.0057399999999999994,0.0,0.0775,0.636,181.987,221533,4/25/1999,67,0.7372685074806213,0.2624993622303009,0.0
3FUL2VqnKPvpuRLvUQozn1,0.65,0.20199999999999999,4,-12.128,1,0.0452,0.9790000000000001,0.000858,0.0713,0.8440000000000001,138.22299999999998,172013,1/1/2000,38,0.0,0.9985628724098206,0.0
6AIB4vBOGWM4FJ65yNWaXu,0.6459999999999999,0.35,8,-11.539000000000001,0,0.0486,0.665,0.000122,0.0472,0.552,80.882,167067,1991,52,0.31723204255104065,0.6824509501457214,0.0
7qhUtJDCu1tYrdkIMPVYRc,0.63,0.825,4,-4.683,1,0.0447,0.0622,1.58e-06,0.215,0.285,120.829,217667,1/1/2005,47,0.5346287488937378,0.4652482569217682,0.0
1eqw9X3NsJeBcr7eExLIAA,0.502,0.435,7,-9.161,1,0.0279,0.6579999999999999,7.87e-05,0.0877,0.29100000000000004,129.933,231507,1/1/2001,25,0.8843945860862732,0.11537326872348785,0.0
5DoTRJlzMaGAMHPTDrfvfW,0.565,0.968,1,-5.165,1,0.0568,1.3300000000000001e-05,0.188,0.08900000000000001,0.693,108.00299999999999,248906,1997,52,0.0,0.998300313949585,0.0
5qmlWnOopvuUVKH7sK8IQG,0.446,0.6809999999999999,6,-8.859,1,0.0442,0.36200000000000004,0.499,0.0661,0.542,122.338,380493,6/1/1973,19,0.4318874776363373,0.5679309368133545,0.0
5FvXMfGmOvqbkEYRtcKUzE,0.597,0.753,7,-9.845,1,0.040999999999999995,0.147,0.00103,0.327,0.43799999999999994,146.321,273867,1997,41,0.19856789708137512,0.8011780977249146,0.0
3QwbKe0s8TcNclzXAXHeHy,0.503,0.484,5,-12.833,0,0.0311,0.39899999999999997,0.0,0.345,0.8,122.20299999999999,151800,7/23/1990,51,0.06429482251405716,0.9353684186935425,0.0
3Vzdt9pB03PN8kXmnwgOlZ,0.545,0.6579999999999999,4,-5.892,0,0.0379,0.0325,0.0,0.0846,0.7659999999999999,149.999,227600,3/11/2006,48,0.03902933746576309,0.0,0.9567561745643616
1Pr4ZFk19p1zVaY1012ECL,0.608,0.946,4,-3.552,0,0.0919,5.2000000000000004e-05,0.0011300000000000001,0.297,0.354,120.882,192600,1/1/2001,44,0.1812671720981598,0.8183908462524414,0.0
75sAWnVBYaaYs1mWbB05Qg,0.5710000000000001,0.542,10,-9.033,0,0.0304,0.727,0.0339,0.373,0.539,158.001,272760,6/5/2007,49,0.2591247260570526,0.74024498462677,0.0
1qEHgdFqUxFebMPk8s2HLY,0.711,0.924,7,-3.398,1,0.0282,0.0156,0.0,0.114,0.912,108.03299999999999,248640,1/1/2006,68,0.5511400699615479,0.4487510919570923,0.0
41dDygR3r7e926oGUXfrLt,0.889,0.441,0,-9.506,0,0.0379,0.0405,0.000788,0.038,0.963,110.565,307307,1981,63,0.8140705823898315,0.18544098734855652,0.0
04e1VQ69ll2TR5Jp8F2n5B,0.319,0.309,9,-11.944,0,0.0257,0.8220000000000001,2.26e-06,0.0893,0.33899999999999997,143.075,238187,1996,52,0.06782007962465286,0.931931734085083,0.0
2gR0WOqNcqB0rUEDZvjti7,0.337,0.5670000000000001,9,-8.484,0,0.0353,0.395,0.00331,0.111,0.648,203.903,179413,3/11/2006,37,0.0,0.0,0.9864389896392822
6h9AH81lpDbjcsBz2ClqAE,0.682,0.743,9,-10.644,0,0.165,0.35,0.000129,0.27699999999999997,0.546,127.962,318280,10/31/2000,55,0.10909079015254974,0.8907590508460999,0.0
0IaMMHVbpJ0LrRAeigWOXr,0.359,0.287,0,-9.51,1,0.0303,0.882,0.00607,0.18600000000000003,0.18899999999999997,130.135,227133,5/18/1993,60,0.508300244808197,0.49144577980041504,0.0
7EZhegO3ISq6QRWyDWplxc,0.552,0.565,0,-11.78,1,0.0354,0.0785,1.3699999999999998e-05,0.146,0.755,133.535,229973,4/26/1991,51,0.13847602903842926,0.8613523244857788,0.0
1Tn0b93GeEZ1wDDRpT6WhM,0.451,0.644,11,-3.721,0,0.0412,0.122,0.0,0.9009999999999999,0.42200000000000004,197.467,266960,1/1/2007,44,0.6743239760398865,0.3255337178707123,0.0
7mbIZ1EJ5rEJO21KFzNPit,0.563,0.568,10,-11.892000000000001,1,0.0705,0.259,2.12e-06,0.053,0.7609999999999999,140.471,146400,1987,42,0.0,0.9984789490699768,0.0
4OKf7CcYuw5H2HptkcKxcP,0.518,0.7609999999999999,0,-7.025,1,0.0452,0.158,0.00765,0.0715,0.5760000000000001,118.738,170800,11/21/1975,60,0.6085718870162964,0.3911649286746979,0.0
3YHGqAHprVEArAxLzaBE6O,0.41100000000000003,0.46799999999999997,2,-7.058,1,0.0294,0.29,0.0,0.136,0.179,149.399,248013,2/9/2010,62,0.0,0.0,0.9913097620010376
1PMpfF1AZq53iRoAqiHHGw,0.21600000000000003,0.9540000000000001,7,-5.946000000000001,1,0.24100000000000002,8.6e-06,0.18100000000000002,0.14400000000000002,0.10300000000000001,126.31700000000001,215720,4/1/1986,30,0.0,0.9978141188621521,0.0
6Xq8b6nBZNs744j0MhE5a3,0.32,0.539,2,-11.944,1,0.0331,0.311,0.00278,0.301,0.609,177.11900000000003,255067,6/6/1989,43,0.4471553564071655,0.5524385571479797,0.0
6shRGWCtBUOPFLFTTqXZIC,0.787,0.655,6,-8.339,0,0.0431,0.23800000000000002,0.000171,0.138,0.65,102.485,208653,2006,68,0.09944528341293335,0.9003342986106873,0.0
34yIb7hw5SuR80au1BHTtt,0.321,0.462,8,-10.710999999999999,1,0.0346,0.0961,0.0,0.102,0.457,116.78200000000001,308600,8/7/2001,50,0.32349684834480286,0.6763135194778442,0.0
7jxHeJLVpnP7S08JFF4GBi,0.746,0.8759999999999999,1,-6.042000000000001,1,0.0345,0.0438,2.51e-06,0.11199999999999999,0.9279999999999999,119.97,267827,9/29/1998,69,0.0,0.0,0.995267927646637
7FpI0bb11JBwqxIsOZCXg7,0.638,0.5429999999999999,10,-9.31,0,0.0445,0.0282,0.0019399999999999999,0.0756,0.257,128.812,245293,10/1/1997,34,0.0,0.0,0.9921875
4v5A3JsvjRcjJvsbOik7VP,0.295,0.993,4,-5.377999999999999,1,0.113,2.26e-05,0.0523,0.091,0.18899999999999997,108.45100000000001,296867,10/30/1987,34,0.0,0.9986529350280762,0.0
3BRchyVfj1N5EBoflFrU7X,0.794,0.657,7,-6.507999999999999,1,0.0299,0.312,0.11199999999999999,0.0972,0.945,124.13799999999999,431267,8/24/1999,33,0.6624209880828857,0.3373158574104309,0.0
4ipZsAA3YuqCDSXiPoEGIv,0.5589999999999999,0.46399999999999997,6,-9.687000000000001,1,0.0272,0.55,0.0,0.107,0.35100000000000003,98.354,194307,5/29/2001,60,0.5474986433982849,0.452201783657074,0.0
0dHogHUS4xgLOoFBt0ko1j,0.48,0.9079999999999999,0,-5.466,0,0.0452,5.45e-06,0.856,0.0932,0.313,95.084,220707,9/2/2002,58,0.0,0.997918963432312,0.0
1kSSWsWZuCcrlgVpb5yKYn,0.716,0.893,10,-2.397,0,0.261,0.11900000000000001,0.0,0.247,0.889,172.15599999999998,217973,1/1/2004,52,0.0,0.9992050528526306,0.0
33J23ecrezwN1Lmk82Ebaq,0.8029999999999999,0.691,5,-6.692,0,0.0443,0.0366,0.0,0.0408,0.9,106.994,175120,7/20/1994,43,0.0,0.010148221626877785,0.9859061241149902
4yHFxB8kzzeuNvoouR8N0N,0.774,0.653,8,-5.1579999999999995,0,0.05,0.0912,0.0,0.151,0.818,120.01,244267,3/17/2008,57,0.28393036127090454,0.7159729599952698,0.0
0ZSmRnXnP5fdANtVlCok1g,0.39799999999999996,0.547,0,-6.846,1,0.0261,0.414,0.00143,0.146,0.305,73.396,230880,9/15/2003,61,0.0,0.9982545375823975,0.0
2MA3h5MsIglWsU5tVZ2jJD,0.297,0.337,0,-14.401,1,0.034,0.679,0.106,0.136,0.32799999999999996,78.405,178240,1/2/1971,27,0.7512044906616211,0.2483178973197937,0.0
2dHjSNCw10clC9oOld8tPn,0.49,0.86,7,-5.284,0,0.0573,0.132,0.0,0.215,0.795,132.673,241893,2/3/1981,56,0.11299926042556763,0.8869272470474243,0.0
02vKYsGA7RZ9mU1wTNljE5,0.625,0.5429999999999999,1,-5.8629999999999995,1,0.0456,0.0478,0.0,0.0716,0.45,133.692,268640,2006,32,0.7477982044219971,0.2519645690917969,0.0
5PhxU6LMo3YutBWG8YS3KS,0.82,0.586,11,-15.565,0,0.588,0.239,0.0,0.353,0.877,99.318,247360,1988,18,0.1672821044921875,0.8325435519218445,0.0
6yjKlmm7vOszkXEUku1EM1,0.506,0.373,0,-9.472999999999999,1,0.0347,0.495,3.72e-05,0.324,0.195,121.26799999999999,362400,5/19/1976,61,0.0,0.9984610676765442,0.0
0PD211kSLtAZ76OSHtMOnJ,0.57,0.664,7,-4.997,1,0.0283,0.0328,0.0,0.0673,0.214,121.316,265800,1/1/2003,50,0.22736789286136627,0.7724618315696716,0.0
5BsJy4UDoQXqdgcyWqWQw2,0.6809999999999999,0.753,8,-4.082,1,0.107,0.45899999999999996,0.0,0.114,0.578,91.993,198427,1/1/2006,47,0.9798373579978943,0.02003159560263157,0.0
3oyn649Xwej4sfFbZmZRvC,0.396,0.878,8,-10.378,1,0.065,4.02e-06,0.687,0.184,0.326,132.829,166467,1992,19,0.0,0.992537796497345,0.0
4Q27I5G3W14hnYVi45oi2h,0.222,0.659,0,-9.942,1,0.0487,0.0169,2.09e-05,0.47100000000000003,0.322,75.634,344227,8/7/1970,51,0.0881555825471878,0.9116548895835876,0.0
5DJTYOAHZEKjNqXpOwnomi,0.7070000000000001,0.6829999999999999,0,-8.728,1,0.0683,0.184,0.00108,0.10800000000000001,0.5670000000000001,116.009,243627,8/28/2007,56,0.0,0.9993420839309692,0.0
09s7AzC1vXpkIBS8xphJgP,0.57,0.32,2,-8.965,1,0.0323,0.644,0.0,0.244,0.321,183.524,279960,1/1/1995,36,0.866510808467865,0.1333400309085846,0.0
7IdfMBufDn3yf2JhS3a5w0,0.48100000000000004,0.956,1,-4.5569999999999995,0,0.0394,0.00465,8.48e-06,0.285,0.57,160.015,217707,3/7/2005,51,0.5876290202140808,0.4121762216091156,0.0
5hg1AkrHaddlxujq6KXvJg,0.606,0.773,1,-8.31,1,0.032,0.044000000000000004,0.239,0.125,0.976,105.845,185187,1/1/2007,39,0.3050275444984436,0.6946247220039368,0.0
1MntHPLU1T7a9W4tojbg8g,0.695,0.106,10,-15.169,0,0.55,0.9390000000000001,0.0,0.0674,0.523,86.99799999999999,107867,1/11/1971,58,0.0,0.9970749616622925,0.0
4ZewxSPZxwMU91AIeTU5n4,0.5379999999999999,0.631,2,-7.587000000000001,1,0.0249,0.355,0.00266,0.0708,0.616,102.956,275017,10/2/2001,39,0.3437052369117737,0.6559357643127441,0.0
6YLyDey6bWLrV9gIHFagBo,0.298,0.9640000000000001,7,-6.005,1,0.192,0.00344,0.0,0.342,0.0477,153.36,170640,6/24/2003,24,0.0,0.9963308572769165,0.0
36MAwMm94K15Zrc2DrSxGE,0.8079999999999999,0.745,4,-11.242,0,0.10099999999999999,0.00674,0.017,0.0684,0.655,96.744,298907,1/1/1990,13,0.9670040607452393,0.03279772773385048,0.0
2XQiGmcYQXOCYgUdXCe0Y3,0.446,0.159,11,-14.995999999999999,0,0.0429,0.823,0.15,0.598,0.28,131.213,628333,1969,28,0.03633802384138107,0.9634600877761841,0.0
4pupiOjh6MWxPUTIroVaJy,0.746,0.595,1,-15.984000000000002,1,0.0462,0.025,1.24e-05,0.0413,0.893,113.921,195867,11/26/1991,54,0.0,0.11775313317775726,0.8774181604385376
